,Date,Headline,Content,ContentSentiment,ScoreContentSentiment
136,5/14/16,Can Buffett-Backed Bid Unlock Yahoo Growth Where Others Failed?,Warren Buffett struck media gold with a 2012 investment in debt-laden Media General Inc. Now the famed investor may try to reprise that success by supporting a bid for Yahoo Inc's Internet assets.,positive,0.444262
137,5/14/16,"Exclusive: Warren Buffett, Quicken Loans Founder in Yahoo Bid-Sources","Berkshire Hathaway Inc Chairman Warren Buffett is backing a consortium vying for Yahoo Inc's internet assets that includes Quicken Loans Inc founder Dan Gilbert, people familiar with the matter said on Friday.",neutral,0.444262
138,5/13/16,"Exclusive: Warren Buffett, Quicken Loans Founder in Yahoo Bid-Sources","Berkshire Hathaway Inc Chairman Warren Buffett is backing a consortium vying for Yahoo Inc's internet assets that includes Quicken Loans Inc founder Dan Gilbert, people familiar with the matter said on Friday.",neutral,0.444262
139,5/11/16,"House Blocks Google-Hosted Apps, Yahoo Mail Over Security Fears","The U.S. House of Representatives' information technology team has blocked lawmakers from accessing software applications hosted on a Google cloud service to prevent possible hacking campaigns, two congressional sources said on Wednesday.",negative,-0.555075
140,5/2/16,Starboard's Smith Says Yahoo 'Welcoming' Since His Arrival,"Yahoo Inc's management team and directors have given a warm welcome to Starboard Value LP Chief Executive Jeffrey Smith since he joined the company's board after a contentious battle, he said on Monday.",neutral,-0.555075
141,4/29/16,Big Severance for Marissa Mayer if Ousted From Yahoo After a Sale,"The $55 million severance package for Ms. Mayer, Yahoos chief executive, was disclosed in an S.E.C. filing.",negative,-0.625328
142,4/28/16,Morning Agenda: Yahoo Gives Starboard Value 4 Board Seats,A Hedge Fund Herd Loses Billions | Facebook Plans to Solidify Founders Control,negative,-0.681535
143,4/27/16,Yahoo Agrees to Give 4 Board Seats to Starboard Value,The activist hedge fund had proposed its own slate of directors if Yahoo did not proceed with a deal to sell its core business.,neutral,-0.681535
144,4/27/16,Starboard Values Rise to Activist Prominence,Newly won board seats at Yahoo and Marvell are just the latest achievements for a fund that has become one of the busiest activist investors.,positive,0.692233
145,4/27/16,Yahoo Reshuffles Board in Truce With Rebellious Shareholder,"Yahoo has reached a truce with an activist investor threatening to oust CEO Marissa Mayer and the rest of its board, removing a major distraction as the company evaluates bids to buy its Internet operations.",negative,-0.752562
146,4/27/16,Yahoo to Add Four Directors to Board in Deal With Starboard,"Yahoo Inc on Wednesday agreed to add four new independent directors to its board, bowing to pressure from activist hedge fund Starboard Value LP and averting a proxy fight ahead of its upcoming annual meeting.",neutral,-0.752562
147,4/23/16,Farhad and Mikes Week in Tech: To Be or Not To Be an Uber Employee,The tentative Uber settlement leaves unresolved the dispute over the companys practice of keeping its drivers as contractors instead of employees.,negative,-0.513594
148,4/22/16,The No-Good Week in Techs (Hopeful) Trip to a Bright Future,"A deeper reading of recent earnings reports shows an industry in transition, and perhaps getting ready to get even bigger.",positive,0.56374
149,4/20/16,Yahoos First Quarter Adds Urgency to Sale Option,Marissa Mayer needs to offload Yahoos core business before bidders like Verizon lose interest,negative,-0.823148
150,4/20/16,Morning Agenda: Yahoo&#8217;s Troubles Mount,S.E.C. Held Up by Democrats | Criminal Inquiry Into Panama Papers Tax Avoidance Claims | Chinese Consortium to Buy Lexmark,negative,-0.705476
151,4/20/16,Daily Mail Says It Has Not Submitted Bid for Yahoo,The owner of Britain's Daily Mail newspaper says it has not submitted a bid to purchase the U.S. internet company Yahoo.,neutral,-0.705476
152,4/20/16,Daily Mail Says May Partner to Bid for Yahoo,"The parent of Britain's Daily Mail said on Wednesday it had not submitted its own bid to buy Yahoo Inc's core Internet business, but was still in talks to partner with other suitors of the U.S. company.",neutral,-0.705476
153,4/20/16,Daily Mail Says May Partner to Bid for Yahoo,"The parent of Britain's Daily Mail said on Wednesday it had not submitted it's own bid to buy Yahoo Inc's core Internet business, but was still in talks to partner with other suitors of the U.S. company.",neutral,-0.705476
154,4/19/16,Hedge Fund on a Shake-Up at Yahoo,"Jeffrey Smith, the chief executive of Starboard Value, last week discussed tensions between Yahoo and its most outspoken shareholder.",neutral,-0.705476
155,4/19/16,"Yahoos Troubles Mount, and Revenue Shrinks, as It Vets Suitors",The companys first-quarter results put more pressure on it to find a buyer quickly for its Internet operations.,neutral,-0.705476
156,4/19/16,Yahoo Results Edge Past Estimates in Good Sign for Sale of Business,Yahoo Inc's first-quarter results beat Wall Street estimates by a hair on Tuesday in what was taken as a good sign for the web pioneer's plan to auction its core business.,positive,0.861719
157,4/15/16,Morning Agenda: Yahoo&#8217;s Potential Bidders Frustrated Over Lack of Figures,Regulators Actions Dampen Wall Streets Deal Making | BATS Prices I.P.O. at $19 a Share,neutral,0.861719
158,4/14/16,Yahoos Suitors Uncover Few Financial Details,Potential buyers for Yahoos businesses are wondering just what is for sale.,negative,-0.359132
159,4/13/16,"Verizon Bets on Armstrong, M&A Savvy in Yahoo Bid","Verizon Communications Inc is the clear favorite in the upcoming bidding for Yahoo Inc's core Internet business, according to Wall Street analysts, in large part because the telecommunications company's efforts to become a force in Internet content...",positive,0.869168
160,4/11/16,Daily Mail Considering Bid for Yahoo Assets,The British tabloid newspaper and website confirmed that it had very early stage discussions with other buyers on a potential bid.,neutral,0.869168
161,4/11/16,Morning Agenda: How Valeant&#8217;s Missteps Derailed Female Viagra,Daily Mail in Talks With Private Equity Firms for Yahoo Bid | Puerto Rico Rescue Bill Nearly Complete,neutral,0.869168
162,4/11/16,UK's Daily Mail in Early Talks Over Bid for Yahoo,The owner of Britain's Daily Mail newspaper and media group is in early talks over a bid for the ailing U.S. internet company Yahoo.,neutral,0.869168
163,4/10/16,UK's Daily Mail Circles Yahoo,The owner of Britain's Daily Mail is in early discussions over a bid for the ailing U.S. internet company Yahoo.,neutral,0.869168
164,4/10/16,Daily Mail Parent in Talks With Private Equity for Yahoo Bid: WSJ,"The parent company of the British newspaper, the Daily Mail, is in talks with several private equity firms about a possible bid for Yahoo Inc, the Wall Street Journal reported on Sunday.",neutral,0.869168
165,4/8/16,Yahoo Extends Deadline for Bids by a Week-Re/code,"Yahoo Inc has extended the deadline to bid for its businesses by a week to April 18, technology news website Re/code reported, citing people familiar with the matter.",neutral,0.869168
166,4/7/16,Morning Agenda: Megamergers Face Increasing Challenges in U.S.,Fintech vs. Big Banks | Yahoo Said to Warn Bidders of Financial Problems,negative,-0.566192
167,4/7/16,Verizon Plans Bid for Yahoo and Its Yahoo Japan Stake: Bloomberg,"Verizon Communications Inc is ready to make a bid for Yahoo's web business, and hopes to make a merger more successful by also making an offer for a stake in Yahoo's Japan subsidiary, Bloomberg reported on Thursday, citing a source familiar with the...",neutral,-0.566192
168,4/6/16,Yahoo Paints Grim Financial Picture as Deadline for Bids Nears,"The Internet giant warned potential bidders about a projected decline of $600 million in revenue this year, as it prepares to sell its core business.",negative,-0.58317
169,4/1/16,Exclusive: Time Inc Considers Taking on Private Equity Partner for Yahoo Bid,"Time Inc is considering partnering with a private equity firm on a bid for Yahoo Inc's core Internet assets, according to people familiar with the matter, as the U.S. publishing company seeks to boost its digital presence.",positive,0.79271
170,3/31/16,"Impatient With Yahoo, Some Investors Cheer Starboard Effort",Activist hedge fund Starboard Value LP's campaign to replace Yahoo Inc's board of directors is being welcomed by some investors who have grown impatient with the faded Internet pioneer's drawn-out process of selling its Web business.,negative,-0.774778
171,3/30/16,Yahoo to Allow Proxy Access for Board Nominations,Yahoo Inc will allow investors who have held stake of at least 3 percent in the struggling Internet company for a minimum of three years to nominate directors to its board.,negative,-0.392601
172,3/28/16,Morning Agenda: Ethereum Challenges Bitcoin,Yahoo and the Buyback Mirage | Law Graduate Who Sued Her School Loses at Trial,negative,-0.705667
173,3/28/16,Yahoo Sets April 11 Deadline for Preliminary Bids: WSJ,"Yahoo Inc has set an April 11 deadline to submit preliminary bids for its web business and Asian assets, The Wall Street Journal reported on Monday, citing sources.",neutral,-0.705667
174,3/26/16,"In Yahoo, Another Example of the Buyback Mirage","A companys overall profit growth is unaffected by share buybacks, $6.6 billion since 2008 in Yahoos case.",negative,-0.437802
175,3/25/16,Microsoft Meets With Private Equity Over Yahoo Deal,"Microsoft Corp executives are in early talks with potential Yahoo Inc investors about contributing to financing to buy the troubled Internet company, a person familiar with the situation said.",neutral,-0.437802
176,3/24/16,Entire Yahoo Board Would Be Ousted if Starboard Value Gets Its Way,"The increasingly exasperated activist hedge fund, which memorably tormented Darden Restaurants, the Olive Garden owner, is seeking to claim its biggest corporate scalp yet.",negative,-0.72159
177,3/24/16,Challenge to Yahoos Board Makes a Sale More Certain,"Starboard Value is putting up a slate to replace every director on Yahoos board, an unusual step that means the race is on to sell the company.",positive,0.625545
178,3/24/16,A Yahoo Investors Bold Push to Replace Its Board,"Starboard Value, an activist hedge fund, backs its bark with bite, but it might fare better if it narrowed its focus.",neutral,0.625545
179,3/24/16,Morning Agenda: Valeant Losses Drag Ackman Hedge Fund Down,Judge Slams F.T.C. for Testimony in Office Depot | Credit Suisse Chief Says Risky Bets Were a Surprise,neutral,0.625545
180,3/24/16,Factbox: Starboard's Nominees for Yahoo Board,Activist hedge fund Starboard Value LP on Thursday unveiled a slate of nine potential candidates for election to Yahoo Inc's board of directors.,positive,0.68939
181,3/24/16,Microsoft Told Potential Yahoo Bidders It Might Back Bids-Report,"Microsoft Corp executives are in talks with equity firms considering bids for Yahoo Inc! saying that Microsoft might be willing to offer ""significant financing"" for their efforts, tech news site Recode reported on Thursday.",positive,0.525596
182,3/24/16,As Yahoo Turns: Shareholder Mutiny Begins Another Soap Opera,Shareholder rebellions at Yahoo are becoming like presidential elections &#8212; they are happening every four years.,negative,-0.325698
183,3/23/16,Starboard Launches Proxy Fight to Remove Entire Yahoo Board,By Michael Flaherty and Supantha Mukherjee,neutral,-0.325698
184,3/22/16,Yahoo Ends New York Daily Fantasy Operations,"The site, following DraftKings and FanDuel, said it would suspend its paid fantasy sports operations in the state.",positive,0.465726
185,3/22/16,Apple and Yahoo Each Struggle for Control of Their Futures,"Apple is in a courtroom fight with the Justice Department, while Yahoo is contending with a sliding stock price and an activist hedge fund.",neutral,0.465726
186,3/22/16,Yahoo to Suspend Daily Fantasy Sports in New York,"Yahoo Inc will suspend offering paid Daily Fantasy Sports contests in New York from Wednesday, a Yahoo spokesman said on Tuesday.",positive,0.470392
187,3/22/16,Yahoo Joins 2 Other Fantasy Sports Sites in Suspending Play,Internet giant Yahoo says it will suspend its paid daily fantasy sports operations in New York.,positive,0.626523
188,3/22/16,Morning Agenda: Leon Cooperman Could Face Showdown With Regulators,"William Ackman Bets Again on Valeant, But It Could Still Crumble | Marriott Raises Bid for Starwood",neutral,0.626523
189,3/21/16,"No Respite for Yahoo, Battling on 2 Fronts",The company is trying both to quell an activist insurgency and to explore selling itself at the same time. Either would be difficult alone.,negative,-0.635787
190,3/11/16,Morning Agenda: Hedge Funds Make a Poor Start to the Year,A Nightmare With No Escape | Chinese Banks Swap Debt for Equity,negative,-0.666303
191,3/10/16,Yahoo Labors to Carry On With Core Business While Exploring Sale,"The Internet giant, which just named two new board directors, has to continue to try to execute a turnaround, even while potential bidders look to buy some or all its parts.",positive,0.704992
192,3/10/16,Yahoo Appoints Two New Board Members,"Yahoo Inc said it appointed two independent directors, returning the size of its board to nine people as it explores the sale of its core business amid pressure from activist investors.",neutral,0.704992
193,3/10/16,Yahoo Snubs Activist Shareholder With 2 New Directors,Yahoo has set up a battle for control of its board by appointing two directors likely to further agitate an activist shareholder threatening an attempt to oust CEO Marissa Mayer unless she bows to demands to sell the company's Internet operations.,negative,-0.498095
194,3/5/16,Farhad and Joe Examine Silicon Valleys Pull in Washington,"The chat goes from new talking devices, a drone that sees things, goggles (really) and the Apple cliffhanger. (Wheres Mike, anyway?)",negative,-0.445301
195,3/3/16,Yahoo Exploring Sale of $1 Billion-$3 Billion in 'Non-Core Assets': CFO,"Yahoo Inc is exploring the sale of $1 billion to $3 billion of patents, property and other ""non-core assets,"" its chief financial officer said on Thursday.",neutral,-0.445301
196,3/2/16,Yahoo Joins E-Sports Rush With Online Channels Debut,"Yahoo announced the start of Yahoo Esports, an online channel devoted to video games, including commentary, interviews with top players and more.",neutral,-0.445301
197,3/2/16,Shell and Nigerian Partner Are Sued in Britain Over Spills,Farmers and fishermen in the Niger Delta say they have suffered for years because of large spills from oil pipelines.,negative,-0.309374
198,2/29/16,Yahoo Says May Write Down Goodwill Value of Tumblr,"Yahoo Inc said it may have to write down the goodwill value of Tumblr, more than two years after the web pioneer spent $1.1 billion to buy the microblogging site.",neutral,-0.309374
199,2/26/16,Starboard's Smith Sees 'a Lot of Opportunity' in Yahoo,"Activist hedge fund manager Jeffrey Smith, who has publicly criticized Yahoo Inc Chief Executive Officer Marissa Mayer, said on Friday he sees ""a lot of opportunity"" in the company.",neutral,-0.309374
200,2/24/16,Morning Agenda: Honeywell and United Technologies Disagree on Merits of Merger,China Feels the Chill | New Energy Investment Vehicle Raises $450 Million | JPMorgan Tries to Calm Investors,positive,0.780421
201,2/23/16,Merger of Time Inc. and Yahoo Could Repeat a Disaster,News that Time Inc. is weighing a bid for the core of Yahoo evokes memories of the disastrous combination of AOL and Time Warner.,positive,0.918948
202,2/23/16,Morning Agenda: United Technologies Declines Honeywell Offer,Yahoo Exposes Weak Board | A New Breed of Wall Street Trader,negative,-0.715717
203,2/23/16,Yahoo Shareholder Urges Company to Move Quickly With Auction: Letter,"Yahoo Inc. shareholder Canyon Capital urged the company to proceed quickly with the auction of its core business, citing concern that the Internet giant's management team does not share the sense of urgency held by the board of directors.",neutral,-0.715717
204,2/22/16,Yahoos Decision to Explore a Sale Exposes a Weak Board,"The announcement that the board is exploring strategic alternatives is confirmation that it is stumbling as Yahoos chief, Marissa Mayer, flounders.",negative,-0.779325
205,2/19/16,Yahoo Takes a Step Toward a Possible Sale,The Internet company said on Friday that its board had formed a committee of independent directors to consider the best path for its core business.,positive,0.768856
206,2/19/16,Yahoo Board Hires Investment Banks to Mull Possible Sale,Yahoo's board has hired three investment banking firms to evaluate potential bids for its Internet operations in the clearest sign yet that CEO Marissa Mayer may not have much more time to turn around the struggling company.,negative,-0.508564
207,2/19/16,Yahoo Launches Auction Process as Starboard Gears Up for Fight,"Yahoo Inc officially launched the sale of its core business on Friday, a move seen as a positive step for frustrated investors but not enough to keep an activist hedge fund from pursuing a proxy fight against the struggling Internet company.",negative,-0.795037
208,2/18/16,Marissa Mayer Meets Yahoo Developers at a Confrontation-Free Gathering,Anyone hoping for dramatic confrontations or big plot twists at Yahoos mobile developer conference was sorely disappointed.,negative,-0.774196
209,2/18/16,Morning Agenda: The Backlash Over Chinese Takeovers,"Ex-Deutsche Bank Analyst to Pay $100,000 Over Ratings |The Tech Industry Gets Confrontational",negative,-0.396378
210,2/18/16,Yahoo CEO Tries to Reassure Mobile Partners Amid Turmoil,Yahoo CEO Marissa Mayer found herself in an awkward situation Thursday at the struggling Internet company's annual conference for the makers of mobile apps.,negative,-0.799673
211,2/17/16,"Yahoo Closes Online Magazines, a Costly Experiment by Marissa Mayer","Yahoo told dozens of employees at 15 digital publications that they were losing their jobs, part of a larger plan to cut the work force by 15 percent.",negative,-0.740768
212,2/17/16,Yahoo to Shut Down Digital Magazines,Yahoo Inc said on Wednesday it would shut down its digital magazines as part of a plan to simplify its business.,neutral,-0.740768
213,2/17/16,Yahoo to Cut More Than 300 Jobs: San Francisco Chronicle,"Yahoo Inc on Wednesday said it would cut more than 300 jobs by April 18, as part of 1,500 layoffs announced earlier, San Francisco Chronicle reported.",neutral,-0.740768
214,2/16/16,Berkshire Hathaway to Stream Annual Meeting on Yahoo,"Berkshire Hathaway said it would stream its annual meeting online this year, bringing the largest American shareholder gathering to a global audience.",neutral,-0.740768
215,2/16/16,Buffett to Webcast Berkshire Annual Meeting on Yahoo,"Warren Buffett's Berkshire Hathaway Inc plans to webcast its annual meeting for the first time, allowing the largest U.S. shareholder gathering to reach a global audience through Yahoo Inc's finance page.",neutral,-0.740768
216,2/8/16,Verizon Enlists AOL CEO to Explore Yahoo Deal: Bloomberg,"Verizon Communications Inc has given Tim Armstrong, chief executive officer of its AOL unit, a leading role in exploring a possible bid for Yahoo Inc's assets, Bloomberg reported, citing a person with knowledge of the situation.",neutral,-0.740768
217,2/6/16,Farhad and Mikes Week in Tech: Start-Ups and the Circle of Life,"Start-up funding isnt as extravagant as it used to be, and some firms will not survive the downturn.",negative,-0.669163
218,2/4/16,Morning Agenda: Sumner Redstone Steps Down,ChemChinas Bold Play for Syngenta | Toxic Loans Weigh on Global Growth | Credit Suisse Reports a Huge Loss,negative,-0.680398
219,2/3/16,Daily Report: Yahoo&#8217;s Multipronged Turnaround Strategy,"Yahoo is opening itself up to all options spinoff, sale, a simplification of its operations in its quest to right itself.",positive,0.701943
220,2/3/16,Marissa Mayer Defends Yahoo Strategy,"The chief executive of the Internet pioneer said that Yahoo is coming from a position of strength in its plan to listen to offers, shed assets and lay off 15 percent of its workforce.",positive,0.634469
221,2/3/16,Yahoo Again Considers Selling Itself as Investor Pressure Rises,Yahoo finds itself in a familiar situation: The struggling Internet giant announced it was weighing a sale of its core web operations as criticism of company management mounts.,neutral,0.634469
222,2/3/16,Morning Agenda: ChemChina Makes $43 Billion Offer for Syngenta,Yahoo Seeks to Streamline | A Star Lawyer and a Conflict at Theranos | A Warning on Bankruptcy in Puerto Ricos Crisis,negative,-0.924023
223,2/2/16,Daily Report: Alphabet Eclipses Apple to Become the Most Valuable Company,"Theres a shifting of the guard at the top of the technology food chain, with Alphabet overtaking Apple to become the worlds most valuable company.",neutral,-0.924023
224,2/2/16,Techs Track Record of Shake-Ups at the Top,"Yahoo and Twitter are just the latest tech companies shaping plans for major overhauls and management shake-ups. A look back at how Priceline, Amazon and eBay weathered turbulent times.",positive,0.483196
225,2/2/16,Marissa Mayer Sets Yahoo on Streamlined Course,"Facing investor demands for action, Yahoo said it would lay off workers and explore possibilities that include sale of some assets.",negative,-0.599733
226,2/2/16,Yahoo to Say It Is Exploring 'Strategic Alternatives',"Yahoo Inc is expected to announce on Tuesday that it is exploring ""strategic alternatives"" for its struggling Internet business, a person familiar with the matter said.",negative,-0.348482
227,2/2/16,Morning Agenda: Heresy on Wall Street,Alphabet Closes In on Apple | How Free Electricity Helped Dig $9 Billion Hole in Puerto Rico | Ted Cruz Wins Republican Caucuses in Iowa,neutral,-0.348482
228,2/2/16,Yahoo to Explore Strategic Alternatives Alongside Spin-Off,Yahoo Inc said on Tuesday it was exploring strategic alternatives in addition to the continued pursuit of the reverse spin-off of its Internet business.,neutral,-0.348482
229,2/2/16,"Yahoo to Look at Job Cuts, Alongside Spin-Off","Yahoo Inc said on Tuesday it would consider ""strategic alternatives"" for its core Internet business and cut about 15 percent of its workforce, even as it continues with its plan to revamp the business and spin it off.",positive,0.762176
230,2/2/16,"Yahoo to Look at Strategic Alternatives, Cut Jobs as It Pursues Spin-Off","Yahoo Inc said on Tuesday it would consider ""strategic alternatives"" for its core Internet business and cut about 15 percent of its workforce, even as it continues with its plan to revamp the business and spin it off.",positive,0.762176
231,2/1/16,A Yahoo Employee-Ranking System Favored by Marissa Mayer Is Challenged in Court,"A former Yahoo manager who lost his job filed suit in California on Monday, saying the system, which has been used to fire hundreds of employees, is discriminatory and violates the law.",negative,-0.682786
232,2/1/16,"Daily Report: More Earnings, Earnings, Earnings",The tech earnings season is hitting peak news this week with big reveals from Alphabet and Yahoo.,negative,-0.440486
233,2/1/16,"Yahoo to Cut 15 Percent Jobs, Close Several Units: WSJ","Yahoo Inc Chief Executive Marissa Mayer is set to reveal cost-cutting plans that include slashing 15 percent of the company's workforce, or roughly 1,600 jobs, and closing several business units, the Wall Street Journal reported on Monday.",neutral,-0.440486
234,2/1/16,Spin-Off or Sale? Yahoo Turnaround Plan in Focus as Earnings Awaited,"Yahoo Inc's plans to turn around its struggling core business are set to dominate its earnings report on Tuesday, with investors keen to see if CEO Marissa Mayer will push ahead with a proposed spin-off or entertain calls for a complete sale.",neutral,-0.440486
235,1/31/16,Complaint Against Yahoo,"In a lawsuit filed in Federal District Court in San Jose, Calif., Gregory Anderson, an editor at Yahoo who was fired in November 2014, alleges that the companys senior managers routinely manipulated the rating system to fire hundreds of people...",negative,-0.593793
236,1/31/16,"Oil Company Earnings, Traders Flash Crash Hearing and the Jobs Report","This week Exxon Mobil, BP and Royal Dutch Shell will report quarterly earnings, Navinder Singh Sarao is expected back in court and the Labor Department will release figures on hiring and unemployment.",negative,-0.575028
237,1/28/16,Yahoo to Shut Argentina and Mexico Offices,"Yahoo Inc plans to close its offices in Argentina and Mexico, a company spokeswoman said on Thursday.",neutral,-0.575028
238,1/27/16,"Investor Calls on Yahoo, Viacom to Take on 'Buffett-Like' Partners",A vocal investor in Yahoo Inc and Viacom Inc is calling for the boards of both companies to seek outside investments from strategic partners in the vein of legendary investor Warren Buffett to help boost the value of their stocks.,positive,0.913647
239,1/26/16,Yahoo Japan Defends Online Ivory Sales as Criticism Grows,Yahoo Japan said Wednesday it is strengthening policing of illegal ivory on its online commerce site as criticism grows it is supporting a trade that fuels the slaughter of wild elephants.,neutral,0.913647
240,1/21/16,Yahoo to Decide Next Strategic Steps After Quarterly Earnings: Sources,"Yahoo Inc will decide on its next strategic steps only after releasing quarterly earnings on Feb. 2, people familiar with the matter said, as the company continues to resist investor calls to explore a sale of its core Internet assets.",neutral,0.913647
241,1/15/16,Yahoo Says Canyon Capital Letter to Board Contains Misperceptions,Yahoo Inc. said on Friday that a letter sent to its board from the investor Canyon Capital contained misperceptions about the company.,neutral,0.913647
242,1/14/16,Investor Canyon Tells Yahoo It Cannot Waste Any More Capital,"Canyon Capital Advisors LLC sent a new letter to Yahoo Inc's board on Thursday, asking it not to waste any further capital and to prioritize a sale of its core business, a portion of its assets, or the entire company.",neutral,0.913647
243,1/11/16,Daily Report: The Tech News Cycle is About to Ramp Up,An already busy start to the year for the tech sector is set to ramp up with the beginning of the tech earnings season this week.,positive,0.535126
244,1/11/16,Morning Agenda: Chinese Stocks Plunge Again,Steven Cohen Will Be Free to Manage Outside Money in 2 Years | Yahoos Brain Drain Shows Loss of Faith,negative,-0.740997
245,1/11/16,Starboard Value Pushes Macys to Pursue Deals for Its Real Estate,The activist hedge fund says it is pleased with Macys plan to pursue joint venture structures for its properties.,positive,0.656008
246,1/11/16,"Skyscanner Says Khazanah, Yahoo Japan Among New Investors in Company","Travel search engine Skyscanner said Malaysia's sovereign fund Khazanah Nasional, Yahoo Japan Corp and three other companies would jointly invest about 128 million pounds ($185.9 million) in the company.",neutral,0.656008
247,1/10/16,Yahoos Brain Drain Shows a Loss of Faith Inside the Company,"Faced with the failure of her efforts to reignite growth at Yahoo, Marissa Mayer is now turning to the opposite strategy: cutting jobs.",negative,-0.725754
248,1/6/16,Starboard Value Calls for Shake-Up at Yahoo and Shift in Strategy,"In a letter to the companys board, the activist investor also hinted that it might seek to run its own slate of directors.",neutral,-0.725754
249,1/6/16,"Starboard Seeks Change in Yahoo Leadership, Strategy",A big Yahoo investor is asking for a leadership change at the beleaguered company and pushing for the spinoff of its core Internet business.,neutral,-0.725754
250,1/6/16,"Activist Investor Turns Up Heat on Yahoo, Seeks Leadership Change","Activist investor Starboard Value LP on Wednesday ramped up pressure on Yahoo Inc, taking aim at Chief Executive Officer Marissa Mayer and her leadership team and raising the prospect that a proxy battle is approaching.",neutral,-0.725754
251,1/5/16,Marco Rubios Cute Boots and Other Campaign Issues,The political reporter Michael Barbaro writes about the dust-up the presidential candidate Marco Rubio kicked up with his new boots.,neutral,-0.725754
252,1/5/16,Yahoo Pulls Plug on Video Hub as CEO Refocuses Company,Yahoo pulled the plug on an online video hub that had once been envisioned as the beleaguered company's answer to Netflix and YouTube.,neutral,-0.725754
253,1/4/16,Yahoo Shuts Down Its Video Portal,The end of Yahoo Screen is a sign of the Internet companys shrinking video ambitions.,neutral,-0.725754
254,1/4/16,Yahoo Must Face Class Action Over Text Messages: U.S. Judge,Yahoo Inc was ordered by a Chicago federal judge on Monday to face a class action lawsuit accusing the Internet company of sending unsolicited text messages to Sprint Corp cellphone users in violation of the Telephone Consumer Protection Act.,negative,-0.767135
255,1/1/16,How to Protect Yourself After the Yahoo Attack,Simple tips to follow if you think your personal information online has been exposed to hackers.,neutral,-0.767135
256,12/15/15,Morning Agenda: Diagnosing Yahoo&#8217;s Ills,Third Avenue Sought Loan Approval Before Shutting Fund | Newell Rubbermaid to Buy Jarden,neutral,-0.767135
257,12/14/15,Diagnosing Yahoos Ills: Ugly Math in Marissa Mayers Reign,Investors think Yahoos core business is less than worthless. Is it Ms. Mayers fault?,negative,-0.510548
258,12/14/15,Yahoo Facing More Pressure From Frustrated Shareholders,Yahoo is facing shareholder pressure to pursue other alternatives besides a complex spinoff of its Internet operations while CEO Marissa Mayer struggles to revive the company's revenue growth.,negative,-0.722533
259,12/14/15,Shareholder Names Former Yahoo Executives Among Potential Mayer Replacements,An outspoken Yahoo Inc shareholder said on Monday he considers former Yahoo executives Ross Levinsohn and Jacqueline Reses as potential replacements for Chief Executive Officer Marissa Mayer as the internet company comes under pressure to change...,negative,-0.343995
260,12/14/15,NBA Referee Kennedy Tells Yahoo He Is Gay After Rondo's Slur,Veteran NBA referee Bill Kennedy has told Yahoo Sports he is gay after Sacramento Kings guard Rajon Rondo directed a gay slur at him during a game.,negative,-0.349217
261,12/12/15,Farhad and Mikes Week in Tech: Tempering Walmarts Digital Ambitions,"A look at Walmarts foray into digital wallets, Airbnbs transparency claims and Yahoos big week.",negative,-0.762218
262,12/11/15,Marissa Mayer on Yahoo's Future,"Marissa Mayer, chief executive of Yahoo, and Maynard Webb, the chairman, discuss the company's decision to spinoff of its core Internet business, leaving the Alibaba stock in the old company.",neutral,-0.762218
263,12/10/15,Marissa Mayer of Yahoo Announces Birth of Twin Daughters,"Ms. Mayer, Yahoos chief executive, delivered identical twin girls on Thursday, just hours after announcing a spinoff of the companys core Internet business.",negative,-0.336476
264,12/10/15,Morning Agenda: Yahoo to Spin Off Core Business,Atlassian Sets I.P.O. at $21 | Senate Republicans Introduce Bill for Puerto Rico Relief,negative,-0.402322
265,12/10/15,Yahoos Mayer Gives Birth to Twin Girls,"Just hours after Marissa Mayer, chief executive of Yahoo, announced a plan to spin off the tech giants core Internet business, she gave birth to identical twin daughters.",neutral,-0.402322
266,12/10/15,Yahoos Spinoff Plan Does Not Change Its Tax Risk,A reverse spinoff of the companys core business assets and its stake in Yahoo Japan still leaves questions about the companys strategy.,neutral,-0.402322
267,12/10/15,Yahoo CEO Gives Birth to Twin Girls After Big Announcement,Yahoo CEO Marissa Mayer has followed a major business announcement with some big personal news.,positive,0.545952
268,12/10/15,Yahoo CEO Mayer Gives Birth to Identical Twin Girls,"Yahoo Inc Chief Executive Marissa Mayer gave birth to identical twin girls early on Thursday, a day after the company reversed course on a planned spinoff of Alibaba Group Holding Ltd.",neutral,0.545952
269,12/10/15,"Activist Pressure Helps Reshape U.S. Corporates, From Yahoo to Dow",Activist investors are building bigger stakes in bigger companies and their influence is helping reshape the landscape of corporate USA.,positive,0.784441
270,12/9/15,How to Value Yahoos Core Business,"The market may price it as less than zero, but a company with $4.5 billion revenue has real value.",positive,0.536821
271,12/9/15,Marissa Mayer Has a Year to Fulfill Yahoos Potential,"With Yahoos one billion users and revenue of nearly $5 billion, investors would be salivating if Yahoo were a start-up, not a faded Internet company.",negative,-0.719087
272,12/9/15,Yahoo to Keep Alibaba Stake but Spin Off Core Businesses,"Yahoo has decided to retain its Alibaba stake and will instead look at transferring its other assets, including Yahoo Japan, into a new company.",neutral,-0.719087
273,12/9/15,Possible Suitors for Yahoo,"Barry Dillers IAC/InterActive could be a logical home for its Internet businesses, as might Verizon, owner of AOL.",neutral,-0.719087
